file,..\../include/qequeue.hpp,halstead_length,216,
file,..\../include/qequeue.hpp,halstead_level,0.040,
file,..\../include/qequeue.hpp,halstead_time,1844.924,
file,..\../include/qequeue.hpp,halstead_vocabulary,71,
file,..\../include/qequeue.hpp,halstead_volume,1328.345,
file,..\../include/qequeue.hpp,num_code_lines,52,
file,..\../include/qequeue.hpp,num_comment_lines,187,
file,..\../include/qequeue.hpp,num_empty_lines,27,
file,..\../include/qequeue.hpp,num_include_directives,0,
file,..\../include/qequeue.hpp,num_lines,264,
file,..\../include/qmpool.hpp,halstead_bugs,0.593,
file,..\../include/qmpool.hpp,halstead_difficulty,33.490,
file,..\../include/qmpool.hpp,halstead_effort,59534.389,
file,..\../include/qmpool.hpp,halstead_length,282,
file,..\../include/qmpool.hpp,halstead_level,0.030,
file,..\../include/qmpool.hpp,halstead_time,3307.466,
file,..\../include/qmpool.hpp,halstead_vocabulary,79,
file,..\../include/qmpool.hpp,halstead_volume,1777.666,
file,..\../include/qmpool.hpp,num_code_lines,62,
file,..\../include/qmpool.hpp,num_comment_lines,88,
file,..\../include/qmpool.hpp,num_empty_lines,25,
file,..\../include/qmpool.hpp,num_include_directives,0,
file,..\../include/qmpool.hpp,num_lines,171,
file,..\../include/qpset.hpp,halstead_bugs,1.004,
file,..\../include/qpset.hpp,halstead_difficulty,72.845,
file,..\../include/qpset.hpp,halstead_effort,219510.099,
file,..\../include/qpset.hpp,halstead_length,490,
file,..\../include/qpset.hpp,halstead_level,0.014,
file,..\../include/qpset.hpp,halstead_time,12195.005,
file,..\../include/qpset.hpp,halstead_vocabulary,71,
file,..\../include/qpset.hpp,halstead_volume,3013.376,
file,..\../include/qpset.hpp,num_code_lines,93,
file,..\../include/qpset.hpp,num_comment_lines,78,
file,..\../include/qpset.hpp,num_empty_lines,27,
file,..\../include/qpset.hpp,num_include_directives,0,
file,..\../include/qpset.hpp,num_lines,192,
file,..\../include\qf.hpp,halstead_bugs,4.710,
file,..\../include\qf.hpp,halstead_difficulty,81.409,
file,..\../include\qf.hpp,halstead_effort,1150345.486,
file,..\../include\qf.hpp,halstead_length,1794,
file,..\../include\qf.hpp,halstead_level,0.012,
file,..\../include\qf.hpp,halstead_time,63908.083,
file,..\../include\qf.hpp,halstead_vocabulary,235,
file,..\../include\qf.hpp,halstead_volume,14130.471,
file,..\../include\qf.hpp,num_code_lines,313,
file,..\../include\qf.hpp,num_comment_lines,492,
file,..\../include\qf.hpp,num_empty_lines,120,
file,..\../include\qf.hpp,num_include_directives,2,
file,..\../include\qf.hpp,num_lines,905,
file,..\../include\qs.hpp,halstead_bugs,9.444,
file,..\../include\qs.hpp,halstead_difficulty,83.375,
file,..\../include\qs.hpp,halstead_effort,2362282.271,
file,..\../include\qs.hpp,halstead_length,3210,
file,..\../include\qs.hpp,halstead_level,0.012,
file,..\../include\qs.hpp,halstead_time,131237.904,
file,..\../include\qs.hpp,halstead_vocabulary,454,
file,..\../include\qs.hpp,halstead_volume,28333.221,
file,..\../include\qs.hpp,num_code_lines,523,
file,..\../include\qs.hpp,num_comment_lines,528,
file,..\../include\qs.hpp,num_empty_lines,173,
file,..\../include\qs.hpp,num_include_directives,0,
file,..\../include\qs.hpp,num_lines,1066,
file,..\../include\qs_pkg.hpp,halstead_bugs,2.139,
